,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,FloorNo,TotalFloor
2008,1,6000,434,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2009,2,12500,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2010,1,6500,595,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
2011,2,10000,685,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2012,2,12500,1075,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2013,2,17000,950,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,1,2
2014,2,11500,1100,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2,2
2015,2,19000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2016,3,17000,1250,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2017,2,9500,650,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2018,2,12000,950,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,1,2
2019,3,16000,1300,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1,2
2020,2,9000,805,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2021,1,4000,300,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,1,2
2022,2,11000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2023,2,9500,950,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2024,2,10000,950,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2025,1,12000,400,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1,3
2026,2,19397,2000,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,7,10
2027,2,12000,939,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2028,3,10000,1200,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,1,3
2029,3,15000,1200,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,2,5
2030,3,10000,1750,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,1,1
2031,1,3500,300,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2032,1,8000,650,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,1,3
2033,2,13500,950,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2034,2,15000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2035,1,5000,550,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
2036,2,10000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2037,2,10000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2038,2,8500,580,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
2039,2,11000,950,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2040,1,8000,700,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
2041,2,12000,600,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
2042,1,5000,200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
2043,1,7000,600,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
2044,2,15000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
2045,1,10000,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,4,5
2046,2,7000,1100,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
2047,1,6500,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2048,2,16000,820,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,Ground,2
2049,2,11500,973,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,4,4
2050,2,15000,780,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1,2
2051,1,8000,400,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
2052,1,6000,350,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
2053,2,14000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2,2
2054,2,11500,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2055,1,6000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2056,3,16000,1420,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
2057,2,13000,950,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2058,2,14000,780,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2059,1,7500,800,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,1,2
2060,2,10000,500,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
2061,2,18500,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,25,32
2062,2,12000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
2063,2,17000,1200,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
2064,2,9000,843,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2065,2,13000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2066,2,11000,650,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
2067,1,12000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2068,2,13000,720,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,1,2
2069,2,12500,590,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2070,2,18000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2071,2,10000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2072,2,18000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2073,2,18000,700,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
2074,2,10000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2075,2,15000,980,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2076,2,15000,900,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2077,1,9000,450,Super Area,Chennai,Unfurnished,Family,1,Contact Owner,1,1
2078,2,14000,1200,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2079,2,8500,650,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2080,2,10000,650,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2081,1,5000,450,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
2082,2,15000,550,Super Area,Chennai,Unfurnished,Family,1,Contact Owner,2,3
2083,2,18500,750,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2084,1,14000,650,Carpet Area,Chennai,Furnished,Family,2,Contact Owner,1,3
2085,1,7000,400,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2086,2,18000,720,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2087,3,16000,1000,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,3
2088,1,8500,500,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2089,2,10000,900,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2090,2,13500,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,7
2091,2,19000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2092,1,11500,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2093,3,12000,1383,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,2,4
2094,2,10000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,Ground,1
2095,2,15000,1500,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,1
2096,1,10000,500,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,1,2
2097,2,11000,950,Super Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,1
2098,2,12000,1000,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,1
2099,2,8000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2100,3,12000,1060,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2101,2,15000,1050,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2102,2,13000,890,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,2
2103,2,9000,700,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,1,2
2104,1,12000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2105,2,18000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,Ground,2
2106,2,9500,640,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2107,2,14000,909,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,14
2108,2,15000,400,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2109,2,8500,886,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,2,3
2110,2,15000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2111,1,5000,400,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2112,2,14000,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2113,2,12000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
2114,2,17000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2115,3,19500,1270,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,1,2
2116,2,10000,2000,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2117,2,15000,1000,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,Ground,2
2118,2,10677,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,6
2119,2,10000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2120,2,12000,647,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2121,2,14000,930,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,5
2122,1,7000,150,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2123,2,13000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2124,2,11000,1250,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2125,2,9500,900,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2126,1,7500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,3
2127,2,14000,900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,Ground,2
2128,2,16000,1100,Super Area,Hyderabad,Furnished,Family,2,Contact Agent,2,5
2129,3,18000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4,5
2130,1,8200,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2131,3,12000,1300,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1,4
2132,1,10000,300,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,10,31
2133,2,13000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2134,1,10500,500,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,Ground,4
2135,2,11000,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2136,3,14000,1350,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2137,2,12500,1400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
2138,1,10500,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3,5
2139,2,11000,100,Super Area,Hyderabad,Furnished,Family,2,Contact Owner,2,3
2140,2,9000,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2141,2,9500,1140,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2142,2,9000,990,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,Ground,1
2143,2,11000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2144,2,11000,850,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2145,2,11000,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2146,2,8000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2147,2,9000,1000,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1,2
2148,2,8000,1020,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2149,1,5500,300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2150,2,12000,1800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2151,2,12000,1050,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2152,2,6500,200,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,Ground,1
2153,1,9000,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2154,3,12500,1250,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,5
2155,2,9000,1800,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,1
2156,2,12000,700,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
2157,2,15000,1200,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,3
2158,2,12000,745,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8,9
2159,2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
2160,2,18000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,5,6
2161,1,5000,140,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2162,2,13000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
2163,2,9000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,4
2164,2,7000,800,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1,3
2165,2,15000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
2166,3,14000,1350,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,5
2167,1,12000,1300,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,4
2168,2,12500,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2169,2,13000,1210,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,5
2170,2,9500,1050,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2171,1,4000,300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3,3
2172,1,8000,300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,4
2173,2,12500,1010,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,5,5
2174,2,13000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,Ground,3
2175,2,12500,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3,3
2176,1,6000,500,Built Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5,5
2177,2,7000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2178,1,9000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,5
2179,3,16000,1500,Carpet Area,Hyderabad,Furnished,Family,3,Contact Owner,2,3
2180,1,10500,650,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2181,2,9000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2182,2,11000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2183,2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2184,2,12000,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2185,3,12000,1250,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,2,6
2186,2,10000,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2187,1,6500,455,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2188,1,4000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
2189,2,12000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2190,1,10000,500,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,2,5
2191,2,10000,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2192,2,10000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
2193,3,18000,1950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,5
2194,1,14500,500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,2,5
2195,1,9000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,3,3
2196,2,14000,1150,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,3
2197,2,18000,242,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
2198,2,9500,720,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,7
2199,1,9000,450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2200,2,8000,690,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2201,2,13000,1000,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,4
2202,3,18000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
2203,3,18000,1150,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,6
2204,2,15000,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2205,1,6000,680,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2206,1,9000,550,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2207,2,9500,1290,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2208,2,12500,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2209,2,15000,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2210,3,15000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,4
2211,2,16000,1210,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2212,2,13000,1400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
2213,2,10000,950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
2214,2,10000,878,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2215,2,17000,875,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,6
2216,2,12500,300,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3,4
2217,2,12000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2218,2,12000,1175,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5,5
2219,2,15000,1080,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2220,2,15000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2221,2,10000,1090,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2222,3,15000,1450,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,2,5
2223,2,19800,1070,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2224,2,8500,60,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2225,1,8500,900,Carpet Area,Hyderabad,Unfurnished,Family,1,Contact Owner,2,2
2226,1,4500,60,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2227,2,9000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
2228,1,13000,750,Carpet Area,Hyderabad,Semi-Furnished,Family,1,Contact Owner,3,3
2229,2,18000,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2230,1,17000,470,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,3,5
2231,2,9000,720,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2232,1,8000,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2233,2,10000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,7,7
2234,2,12000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
2235,2,14000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
2236,2,16000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2237,2,15000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2238,1,5500,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Builder,1,2
2239,1,14000,700,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,5,5
2240,2,12000,1140,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,2,5
2241,2,16000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,5
2242,2,13000,1160,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3,5
2243,1,15000,450,Super Area,Hyderabad,Unfurnished,Family,1,Contact Agent,1,3
2244,3,14000,1540,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,5
2245,2,8000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,8
2246,2,8000,550,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,4,4
2247,3,15000,1600,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,5
2248,2,17000,1200,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4,5
2249,2,12000,500,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,2
2250,2,13000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2251,1,6500,350,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2252,2,11000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2253,3,18000,1400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,4
2254,2,8500,130,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
2255,2,14000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2256,2,16000,1135,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
2257,3,18000,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1,5
2258,2,10000,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
2259,2,12000,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2260,1,5300,100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,3
2261,2,11000,950,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,3
2262,2,12000,1000,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1,2
2263,2,12000,900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
2264,2,13000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2265,2,15000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2266,1,5400,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2267,3,16500,1771,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,5
2268,2,12000,1150,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4,5
2269,2,8500,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2270,2,14000,1050,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,5
2271,3,15000,1500,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2272,2,6000,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2273,2,14000,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
2274,2,15000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
2275,1,6500,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2276,2,10000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2277,2,12000,1080,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2278,2,12000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
